class_index,filepaths,labels,card_type,data_set
0,train/ace_of_clubs/061.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/062.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/063.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/064.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/065.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/066.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/067.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/068.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/069.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/070.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/071.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/072.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/073.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/074.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/075.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/076.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/077.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/078.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/079.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/080.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/081.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/082.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/083.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/084.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/085.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/086.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/087.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/088.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/089.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/090.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/091.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/092.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/093.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/094.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/095.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/096.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/097.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/098.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/099.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/100.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/101.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/102.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/103.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/104.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/105.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/106.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/107.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/108.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/109.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/110.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/111.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/112.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/113.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/114.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/115.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/116.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/117.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/118.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/119.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/120.jpg,ace_of_clubs,ace,train
0,train/ace_of_clubs/output,ace_of_clubs,ace,train
1,train/ace_of_diamonds/001.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/002.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/003.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/004.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/005.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/006.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/007.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/008.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/009.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/010.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/011.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/012.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/013.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/014.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/015.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/016.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/017.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/018.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/019.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/020.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/021.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/022.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/023.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/024.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/025.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/026.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/027.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/028.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/029.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/030.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/031.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/032.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/033.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/034.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/035.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/036.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/037.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/038.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/039.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/040.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/041.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/042.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/043.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/044.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/045.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/046.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/047.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/048.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/049.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/050.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/051.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/052.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/053.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/054.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/055.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/056.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/057.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/058.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/059.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/060.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/061.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/062.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/063.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/064.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/065.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/066.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/067.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/068.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/069.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/070.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/071.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/072.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/073.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/074.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/075.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/076.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/077.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/078.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/079.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/080.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/081.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/082.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/083.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/084.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/085.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/086.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/087.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/088.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/089.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/090.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/091.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/092.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/093.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/094.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/095.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/096.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/097.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/098.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/099.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/100.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/101.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/102.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/103.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/104.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/105.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/106.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/107.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/108.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/109.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/110.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/111.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/112.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/113.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/114.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/115.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/116.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/117.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/118.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/119.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/120.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/121.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/122.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/123.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/124.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/125.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/126.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/127.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/128.jpg,ace_of_diamonds,ace,train
1,train/ace_of_diamonds/129.jpg,ace_of_diamonds,ace,train
2,train/ace_of_hearts/001.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/002.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/003.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/004.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/005.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/006.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/007.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/008.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/009.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/010.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/011.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/012.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/013.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/014.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/015.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/016.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/017.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/018.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/019.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/020.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/021.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/022.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/023.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/024.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/025.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/026.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/027.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/028.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/029.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/030.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/031.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/032.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/033.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/034.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/035.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/036.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/037.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/038.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/039.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/040.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/041.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/042.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/043.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/044.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/045.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/046.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/047.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/048.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/049.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/050.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/051.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/052.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/053.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/054.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/055.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/056.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/057.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/058.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/059.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/060.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/061.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/062.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/063.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/064.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/065.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/066.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/067.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/068.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/069.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/070.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/071.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/072.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/073.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/074.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/075.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/076.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/077.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/078.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/079.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/080.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/081.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/082.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/083.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/084.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/085.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/086.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/087.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/088.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/089.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/090.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/091.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/092.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/093.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/094.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/095.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/096.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/097.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/098.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/099.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/100.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/101.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/102.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/103.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/104.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/105.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/106.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/107.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/108.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/109.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/110.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/111.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/112.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/113.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/114.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/115.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/116.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/117.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/118.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/119.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/120.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/121.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/122.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/123.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/124.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/125.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/126.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/127.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/128.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/129.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/130.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/131.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/132.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/133.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/134.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/135.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/136.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/137.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/138.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/139.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/140.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/141.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/142.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/143.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/144.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/145.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/146.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/147.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/148.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/149.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/150.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/151.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/152.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/153.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/154.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/155.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/156.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/157.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/158.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/159.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/160.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/161.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/162.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/163.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/164.jpg,ace_of_hearts,ace,train
2,train/ace_of_hearts/165.jpg,ace_of_hearts,ace,train
